posting_id,skill
JP108367,AWS
JP108367,Machine Learning
JP108367,GenAI
JP108367,MLOps
JP108367,Data Modelling
JP138561,Python
JP138561,Azure
JP138561,AWS
JP138561,Databricks
JP138561,Machine Learning
JP121138,SQL
JP121138,Python
JP121138,Excel
JP121138,Power BI
JP121138,Azure
JP121138,AWS
JP121138,Snowflake
JP121138,dbt
JP121138,Airflow
JP121138,ETL
JP127695,Excel
JP127695,Azure
JP127695,Statistics
JP127695,ETL
JP106651,Excel
JP106651,Power BI
JP106651,Tableau
JP106651,Azure
JP106651,Snowflake
JP106651,Databricks
JP106651,Machine Learning
JP106651,MLOps
JP117222,SQL
JP117222,Excel
JP117222,Azure
JP117222,AWS
JP135109,SQL
JP135109,Python
JP135109,Power BI
JP135109,Databricks
JP135109,Airflow
JP135109,Machine Learning
JP118983,SQL
JP118983,Excel
JP118983,Power BI
JP118983,AWS
JP118983,dbt
JP118983,Airflow
JP118983,Machine Learning
JP118983,RAG
JP102437,SQL
JP102437,Python
JP102437,Power BI
JP102437,Git
JP137835,Power BI
JP137835,Tableau
JP137835,Spark
JP137835,Machine Learning
JP137835,LLMs
JP137835,MLOps
JP137835,Data Modelling
JP123157,SQL
JP123157,Python
JP123157,AWS
JP123157,Databricks
JP123157,Airflow
JP123157,ETL
JP123157,Git
JP128666,Python
JP128666,Tableau
JP128666,Azure
JP128666,Machine Learning
JP128666,Git
JP124707,Python
JP124707,R
JP124707,Azure
JP124707,Snowflake
JP124707,Airflow
JP124707,Machine Learning
JP124707,RAG
JP124707,MLOps
JP124707,Data Modelling
JP124707,ETL
JP105524,SQL
JP105524,Python
JP105524,Excel
JP105524,Azure
JP105524,Databricks
JP105524,Data Modelling
JP105524,ETL
JP112977,SQL
JP112977,Python
JP112977,Excel
JP112977,Power BI
JP112977,Machine Learning
JP112977,ETL
JP119348,SQL
JP119348,Python
JP119348,Power BI
JP119348,LLMs
JP119348,ETL
JP118829,SQL
JP118829,Python
JP118829,Excel
JP118829,Power BI
JP118829,AWS
JP118829,Machine Learning
JP118829,ETL
JP130300,SQL
JP130300,Python
JP130300,Power BI
JP130300,Tableau
JP130300,R
JP130300,AWS
JP130300,dbt
JP130300,ETL
JP107585,Power BI
JP107585,dbt
JP107585,Airflow
JP131234,SQL
JP131234,Power BI
JP131234,Tableau
JP131234,Azure
JP131234,Snowflake
JP131234,Databricks
JP131234,Airflow
JP131234,Git
JP119127,SQL
JP119127,Python
JP119127,Azure
JP119127,Databricks
JP119127,Statistics
JP119127,Data Modelling
JP131941,SQL
JP131941,Excel
JP131941,Azure
JP131941,AWS
JP131941,Machine Learning
JP131941,Git
JP136152,SQL
JP136152,Python
JP136152,Excel
JP136152,Tableau
JP136152,Azure
JP136152,Spark
JP136152,dbt
JP136152,Machine Learning
JP136152,MLOps
JP136152,ETL
JP100611,Excel
JP100611,Tableau
JP100611,Machine Learning
JP100611,LLMs
JP100611,GenAI
JP100611,MLOps
JP101095,Python
JP101095,Excel
JP101095,Azure
JP101095,Snowflake
JP101095,ETL
JP101095,Git
JP118239,Python
JP118239,Azure
JP118239,MLOps
JP118239,Data Modelling
JP128922,SQL
JP128922,Power BI
JP128922,Azure
JP128922,MLOps
JP131045,SQL
JP131045,Python
JP131045,Power BI
JP131045,R
JP131045,Azure
JP131045,AWS
JP131045,Snowflake
JP131045,Databricks
JP131045,MLOps
JP137061,Machine Learning
JP137061,LLMs
JP137061,GenAI
JP137061,RAG
JP104852,SQL
JP104852,Python
JP104852,Excel
JP104852,Statistics
JP104852,Git
JP138042,SQL
JP138042,Python
JP138042,Excel
JP138042,Machine Learning
JP138042,LLMs
JP138042,RAG
JP138042,Data Modelling
JP118269,SQL
JP118269,Python
JP118269,Excel
JP118269,Tableau
JP118269,Azure
JP118269,AWS
JP118269,Airflow
JP118269,A/B Testing
JP100499,Power BI
JP100499,Machine Learning
JP100499,LLMs
JP100499,MLOps
JP100499,Statistics
JP126650,SQL
JP126650,Power BI
JP126650,Tableau
JP126650,Databricks
JP126650,Spark
JP126650,dbt
JP126650,LLMs
JP126650,Git
JP108399,SQL
JP108399,Excel
JP108399,Azure
JP108399,LLMs
JP108399,ETL
JP111225,SQL
JP111225,Power BI
JP111225,Snowflake
JP111225,Databricks
JP111225,Airflow
JP110427,SQL
JP110427,Excel
JP110427,Databricks
JP110427,Machine Learning
JP110427,RAG
JP110427,Data Modelling
JP110427,Git
JP116287,SQL
JP116287,Python
JP116287,Azure
JP116287,AWS
JP116287,Machine Learning
JP116287,LLMs
JP116287,A/B Testing
JP128558,SQL
JP128558,Excel
JP128558,Power BI
JP128558,AWS
JP128558,Databricks
JP135999,SQL
JP135999,Python
JP135999,Excel
JP135999,Power BI
JP135999,R
JP135999,Machine Learning
JP135999,Statistics
JP135999,A/B Testing
JP109828,SQL
JP109828,Excel
JP109828,AWS
JP109828,Databricks
JP109828,dbt
JP109828,Machine Learning
JP109828,GenAI
JP109828,RAG
JP109828,Data Modelling
JP109828,ETL
JP100986,SQL
JP100986,Python
JP100986,Excel
JP100986,Snowflake
JP136738,SQL
JP136738,Python
JP136738,Excel
JP136738,Power BI
JP136738,GenAI
JP111154,SQL
JP111154,Python
JP111154,Excel
JP111154,Snowflake
JP111154,Databricks
JP123842,SQL
JP123842,Python
JP123842,Excel
JP123842,AWS
JP123842,Spark
JP123842,Machine Learning
JP123842,LLMs
JP123842,ETL
JP125427,SQL
JP125427,Excel
JP125427,Power BI
JP125427,Tableau
JP125427,Databricks
JP125427,dbt
JP122721,SQL
JP122721,Python
JP122721,Excel
JP122721,Power BI
JP122721,dbt
JP122721,Machine Learning
JP122721,Git
JP119028,Excel
JP119028,Azure
JP119028,dbt
JP119028,ETL
JP111260,SQL
JP111260,Python
JP111260,Excel
JP111260,Power BI
JP111260,Azure
JP111260,AWS
JP111260,Spark
JP111260,LLMs
JP126517,SQL
JP126517,Python
JP126517,Excel
JP126517,Tableau
JP126517,Machine Learning
JP102909,SQL
JP102909,Excel
JP102909,Power BI
JP102909,Tableau
JP102909,AWS
JP102909,Snowflake
JP102909,Machine Learning
JP102909,LLMs
JP111967,SQL
JP111967,Power BI
JP111967,Tableau
JP111967,Airflow
JP111967,Machine Learning
JP110190,SQL
JP110190,Python
JP110190,Excel
JP110190,Power BI
JP110190,Spark
JP110190,Git
JP122304,SQL
JP122304,Tableau
JP122304,AWS
JP122304,Machine Learning
JP122304,LLMs
JP122304,Statistics
JP122304,A/B Testing
JP118951,SQL
JP118951,Python
JP118951,R
JP118951,Azure
JP118951,Spark
JP118951,Machine Learning
JP118951,ETL
JP127225,SQL
JP127225,Python
JP127225,Power BI
JP127225,Azure
JP127225,Machine Learning
JP127225,LLMs
JP127225,Git
JP107145,SQL
JP107145,Excel
JP107145,Power BI
JP107145,Tableau
JP107145,R
JP107145,Azure
JP107145,AWS
JP107145,Spark
JP107145,Machine Learning
JP107145,LLMs
JP107145,ETL
JP118388,SQL
JP118388,Python
JP118388,Power BI
JP118388,Tableau
JP118388,R
JP118388,Snowflake
JP118388,GenAI
JP118388,MLOps
JP118388,Statistics
JP119898,SQL
JP119898,Python
JP119898,Excel
JP119898,Power BI
JP119898,Machine Learning
JP119898,GenAI
JP119898,RAG
JP119898,Statistics
JP124170,SQL
JP124170,Python
JP124170,Excel
JP124170,Tableau
JP104680,SQL
JP104680,Power BI
JP104680,Machine Learning
JP104680,ETL
JP120088,Python
JP120088,Excel
JP120088,Data Modelling
JP120088,ETL
JP129781,SQL
JP129781,Python
JP129781,Tableau
JP129781,R
JP129781,Snowflake
JP129781,Spark
JP131305,SQL
JP131305,Python
JP131305,Power BI
JP131305,LLMs
JP131305,ETL
JP131305,Git
JP132059,dbt
JP132253,SQL
JP132253,Python
JP132253,Azure
JP132253,AWS
JP132253,Machine Learning
JP132253,Statistics
JP132253,Data Modelling
JP132253,ETL
JP134485,SQL
JP134485,Python
JP134485,Power BI
JP134485,Tableau
JP134485,Snowflake
JP134485,GenAI
JP134485,Git
JP107919,Python
JP107919,Power BI
JP107919,Machine Learning
JP107919,LLMs
JP107919,GenAI
JP107919,Prompt Engineering
JP107919,MLOps
JP107919,Data Modelling
JP132384,Python
JP132384,Excel
JP132384,Power BI
JP132384,Tableau
JP132384,Snowflake
JP132384,Spark
JP110728,SQL
JP110728,Python
JP110728,Azure
JP110728,Airflow
JP110728,Machine Learning
JP110728,Git
JP105943,SQL
JP105943,Power BI
JP105943,AWS
JP105943,Statistics
JP135321,R
JP135321,Databricks
JP135321,Spark
JP135321,Machine Learning
JP135321,LLMs
JP135321,RAG
JP135321,Prompt Engineering
JP135321,MLOps
JP135321,Data Modelling
JP107343,Python
JP107343,Excel
JP107343,Power BI
JP107343,Tableau
JP107343,R
JP107343,AWS
JP107343,Databricks
JP131622,SQL
JP131622,Excel
JP131622,Power BI
JP131622,Tableau
JP131622,Azure
JP107456,SQL
JP107456,Python
JP107456,Azure
JP107456,AWS
JP107456,Statistics
JP107456,Data Modelling
JP137596,Power BI
JP137596,Azure
JP137596,Machine Learning
JP137596,LLMs
JP137596,Git
JP130444,SQL
JP130444,Python
JP130444,Excel
JP130444,Tableau
JP130444,dbt
JP130444,GenAI
JP130444,Statistics
JP130444,Git
JP134291,Azure
JP134291,AWS
JP134291,Snowflake
JP134291,Databricks
JP134291,Spark
JP134291,dbt
JP134291,ETL
JP134291,Git
JP112584,SQL
JP112584,Excel
JP112584,Tableau
JP112584,Azure
JP138134,SQL
JP138134,R
JP138134,Spark
JP138134,Machine Learning
JP124053,Azure
JP124053,AWS
JP124053,Snowflake
JP124053,Databricks
JP124053,Airflow
JP124053,RAG
JP124053,Prompt Engineering
JP124053,A/B Testing
JP124053,ETL
JP132268,SQL
JP132268,Excel
JP132268,Power BI
JP132268,Databricks
JP132268,GenAI
JP132268,Statistics
JP110227,SQL
JP110227,Python
JP110227,Power BI
JP110227,Azure
JP110227,AWS
JP110227,Databricks
JP110227,Statistics
JP110227,A/B Testing
JP123195,SQL
JP123195,Python
JP124995,SQL
JP124995,Python
JP124995,Azure
JP124995,AWS
JP124995,Databricks
JP124995,Spark
JP124995,LLMs
JP124995,Data Modelling
JP104777,SQL
JP104777,Excel
JP104777,Tableau
JP104777,Databricks
JP104777,Airflow
JP104777,Git
JP108586,Python
JP108586,Power BI
JP108586,Tableau
JP108586,MLOps
JP108586,ETL
JP105162,SQL
JP105162,Power BI
JP105162,Tableau
JP105162,AWS
JP105162,Snowflake
JP105162,dbt
JP105162,Data Modelling
JP130266,SQL
JP130266,Python
JP130266,Excel
JP130266,Tableau
JP130266,Azure
JP130266,dbt
JP130266,RAG
JP130266,ETL
JP138231,SQL
JP138231,Python
JP138231,Excel
JP138231,Power BI
JP138231,Tableau
JP138231,R
JP138231,Azure
JP138231,AWS
JP126064,SQL
JP126064,Python
JP126064,Excel
JP126064,Machine Learning
JP109706,SQL
JP109706,Python
JP109706,Excel
JP109706,Power BI
JP109706,R
JP109706,Databricks
JP123914,Python
JP123914,Power BI
JP123914,AWS
JP123914,Machine Learning
JP123914,Statistics
JP123914,Data Modelling
JP123914,ETL
JP133587,Python
JP133587,Power BI
JP133587,Tableau
JP133587,Snowflake
JP133587,Databricks
JP133587,Airflow
JP133587,LLMs
JP133587,Git
JP100594,Tableau
JP100594,dbt
JP100594,Machine Learning
JP100594,LLMs
JP100594,GenAI
JP100594,MLOps
JP100594,Git
JP104916,Power BI
JP104916,Azure
JP104916,Snowflake
JP104916,Machine Learning
JP104916,LLMs
JP104916,GenAI
JP104916,MLOps
JP104916,Data Modelling
JP112326,Tableau
JP112326,Machine Learning
JP112326,LLMs
JP112326,Prompt Engineering
JP112326,MLOps
JP112326,Statistics
JP107268,SQL
JP107268,Python
JP107268,Power BI
JP107268,Azure
JP107268,AWS
JP107268,Databricks
JP107268,ETL
JP115117,SQL
JP115117,Azure
JP115117,GenAI
JP115117,ETL
JP132894,Python
JP132894,Azure
JP103245,SQL
JP103245,Python
JP103245,Power BI
JP103245,dbt
JP103245,Data Modelling
JP133101,SQL
JP133101,Excel
JP133101,Azure
JP133101,AWS
JP133101,Data Modelling
JP109599,SQL
JP109599,Power BI
JP109599,Tableau
JP109599,AWS
JP109599,A/B Testing
JP109599,Data Modelling
JP116873,SQL
JP116873,Excel
JP116873,Power BI
JP116873,R
JP116873,Databricks
JP116873,Airflow
JP116873,Machine Learning
JP116873,MLOps
JP116873,ETL
JP135392,SQL
JP135392,Snowflake
JP135392,Machine Learning
JP135392,LLMs
JP135392,GenAI
JP135392,Prompt Engineering
JP135392,Data Modelling
JP137852,SQL
JP137852,Python
JP137852,Tableau
JP137852,Machine Learning
JP137852,LLMs
JP137852,GenAI
JP137852,RAG
JP137852,Prompt Engineering
JP134288,SQL
JP134288,Python
JP134288,Azure
JP134288,Spark
JP134288,Machine Learning
JP134288,LLMs
JP134288,GenAI
JP134288,Statistics
JP100848,SQL
JP100848,Power BI
JP100848,Tableau
JP100848,Azure
JP100848,AWS
JP100848,Spark
JP100848,Machine Learning
JP100848,Prompt Engineering
JP100848,Data Modelling
JP100848,ETL
JP100177,SQL
JP100177,Python
JP100177,Excel
JP100177,Power BI
JP100177,AWS
JP100177,GenAI
JP100177,MLOps
JP100177,Git
JP103019,SQL
JP103019,Python
JP103019,Power BI
JP103019,Azure
JP103019,dbt
JP103019,ETL
JP112486,SQL
JP112486,Python
JP112486,Databricks
JP112486,Spark
JP112486,LLMs
JP112486,GenAI
JP112486,A/B Testing
JP112486,ETL
JP103057,SQL
JP103057,Python
JP103057,AWS
JP117674,SQL
JP117674,Python
JP117674,Excel
JP117674,Azure
JP117674,LLMs
JP117674,GenAI
JP117674,RAG
JP117674,MLOps
JP117674,Git
JP131558,SQL
JP131558,Python
JP131558,Excel
JP131558,Power BI
JP131558,Azure
JP131558,Airflow
JP131558,Data Modelling
JP100540,Python
JP100540,Excel
JP100540,Power BI
JP100540,R
JP100540,AWS
JP110680,Python
JP110680,Excel
JP110680,Power BI
JP110680,Azure
JP110680,AWS
JP110680,Statistics
JP110680,ETL
JP139538,SQL
JP139538,Excel
JP139538,Power BI
JP139538,Tableau
JP139538,ETL
JP111510,SQL
JP111510,Python
JP111510,AWS
JP111510,Databricks
JP111510,Spark
JP111510,dbt
JP111510,Airflow
JP111510,Prompt Engineering
JP111510,Data Modelling
JP111510,ETL
JP117382,Databricks
JP117382,Machine Learning
JP117382,Data Modelling
JP117382,ETL
JP125252,SQL
JP125252,Python
JP125252,Snowflake
JP125252,Machine Learning
JP128615,SQL
JP128615,Python
JP128615,Excel
JP128615,Azure
JP128615,Machine Learning
JP128615,MLOps
JP129221,SQL
JP129221,Power BI
JP129221,AWS
JP129221,Spark
JP129221,dbt
JP129221,Airflow
JP129221,Machine Learning
JP129221,MLOps
JP120912,SQL
JP120912,Power BI
JP120912,Tableau
JP120912,AWS
JP120912,Prompt Engineering
JP119432,SQL
JP119432,Python
JP119432,Excel
JP119432,Databricks
JP105892,SQL
JP105892,Excel
JP105892,Tableau
JP105892,AWS
JP105892,LLMs
JP105892,GenAI
JP105892,Data Modelling
JP137812,SQL
JP137812,Azure
JP137812,Machine Learning
JP137812,GenAI
JP137812,MLOps
JP137812,Data Modelling
JP116339,Excel
JP116339,Power BI
JP116339,Azure
JP116339,AWS
JP116339,Snowflake
JP116339,Statistics
JP116339,A/B Testing
JP116339,Data Modelling
JP119991,Python
JP119991,Azure
JP119991,AWS
JP119991,Databricks
JP119991,Spark
JP119991,ETL
JP109619,SQL
JP109619,Power BI
JP109619,Airflow
JP137505,SQL
JP137505,Excel
JP137505,Azure
JP137505,AWS
JP137505,Snowflake
JP137505,dbt
JP137505,Data Modelling
JP137505,ETL
JP130622,SQL
JP130622,LLMs
JP130622,ETL
JP101292,SQL
JP101292,Python
JP101292,Power BI
JP101292,Tableau
JP126778,SQL
JP126778,Python
JP126778,Excel
JP126778,Power BI
JP126778,dbt
JP126778,Airflow
JP126778,RAG
JP126778,Statistics
JP126778,Git
JP127375,SQL
JP127375,Python
JP127375,Azure
JP127375,AWS
JP127375,GenAI
JP127375,Prompt Engineering
JP127375,A/B Testing
JP127375,Data Modelling
JP130247,SQL
JP130247,Python
JP130247,Excel
JP130247,Azure
JP130247,AWS
JP130247,Airflow
JP130247,Git
JP114152,SQL
JP114152,Python
JP114152,Excel
JP114152,Tableau
JP114152,A/B Testing
JP114152,Git
JP119890,SQL
JP119890,Power BI
JP119890,Azure
JP119890,AWS
JP119890,Statistics
JP122879,Python
JP122879,Tableau
JP122879,R
JP122879,Azure
JP122879,AWS
JP122879,Databricks
JP122879,Statistics
JP122879,ETL
JP104377,SQL
JP104377,Excel
JP104377,Power BI
JP104377,Tableau
JP104377,AWS
JP104377,Databricks
JP104377,Spark
JP104377,Statistics
JP115162,Python
JP115162,Excel
JP115162,Power BI
JP115162,Azure
JP115162,AWS
JP115162,Databricks
JP115162,dbt
JP115162,Machine Learning
JP115162,Statistics
JP115162,A/B Testing
JP115162,ETL
JP116926,SQL
JP116926,Python
JP116926,Excel
JP116926,Power BI
JP116926,R
JP116926,AWS
JP116926,LLMs
JP116926,MLOps
JP125096,SQL
JP125096,Azure
JP125096,Spark
JP125096,ETL
JP125096,Git
JP102536,Power BI
JP102536,Tableau
JP102536,Azure
JP102536,AWS
JP111903,Python
JP111903,Snowflake
JP111903,dbt
JP111903,Machine Learning
JP111903,LLMs
JP111903,GenAI
JP111903,RAG
JP111903,MLOps
JP111903,Data Modelling
JP135935,SQL
JP135935,Python
JP135935,Excel
JP135935,Machine Learning
JP135935,LLMs
JP135935,GenAI
JP135935,Data Modelling
JP137959,SQL
JP137959,Power BI
JP137959,Azure
JP137959,dbt
JP134136,SQL
JP134136,Excel
JP134136,Power BI
JP134136,Tableau
JP134136,Machine Learning
JP116041,SQL
JP116041,Power BI
JP116041,Databricks
JP116041,Spark
JP116041,Airflow
JP116041,Machine Learning
JP116041,Data Modelling
JP110416,SQL
JP110416,Excel
JP110416,Power BI
JP110416,dbt
JP110416,Machine Learning
JP110416,Git
JP126582,SQL
JP126582,Tableau
JP126582,LLMs
JP126582,ETL
JP130911,SQL
JP130911,Power BI
JP130911,A/B Testing
JP130911,Data Modelling
JP103307,SQL
JP103307,Python
JP103307,Excel
JP103307,Power BI
JP103307,Azure
JP103307,Databricks
JP103307,dbt
JP103307,Machine Learning
JP103307,LLMs
JP112703,SQL
JP112703,Power BI
JP112703,Azure
JP112703,AWS
JP112703,Databricks
JP112703,dbt
JP112703,Airflow
JP112703,RAG
JP112703,MLOps
JP112703,ETL
JP124423,SQL
JP124423,Python
JP124423,Power BI
JP102887,SQL
JP102887,Excel
JP102887,Tableau
JP102887,A/B Testing
JP101183,Python
JP101183,Machine Learning
JP101183,LLMs
JP101183,GenAI
JP101183,MLOps
JP101183,A/B Testing
JP126003,SQL
JP126003,Python
JP126003,Excel
JP126003,Power BI
JP126003,Machine Learning
JP126003,Data Modelling
JP126003,ETL
JP121577,SQL
JP121577,Python
JP121577,Excel
JP121577,Azure
JP121577,AWS
JP121577,Airflow
JP121577,Data Modelling
JP121577,ETL
JP127870,SQL
JP127870,AWS
JP127870,Airflow
JP106856,SQL
JP106856,Python
JP106856,Azure
JP106856,Airflow
JP106856,Machine Learning
JP106856,Statistics
JP106856,Data Modelling
JP106856,Git
JP123104,SQL
JP123104,Excel
JP123104,Power BI
JP123104,Tableau
JP123104,dbt
JP111109,SQL
JP111109,Excel
JP111109,Power BI
JP111109,Tableau
JP111109,Azure
JP111109,Snowflake
JP111109,Statistics
JP121329,SQL
JP121329,Python
JP121329,AWS
JP121329,Spark
JP121329,dbt
JP121329,Machine Learning
JP121329,LLMs
JP121329,GenAI
JP121329,ETL
JP121329,Git
JP136840,SQL
JP136840,Python
JP136840,Power BI
JP136840,Azure
JP136840,Databricks
JP136840,Machine Learning
JP136840,Git
JP115233,SQL
JP115233,Tableau
JP115233,AWS
JP115233,Machine Learning
JP115233,LLMs
JP115233,GenAI
JP115233,MLOps
JP118423,SQL
JP118423,Python
JP118423,Excel
JP118423,Databricks
JP118423,dbt
JP118423,MLOps
JP102558,Excel
JP102558,Power BI
JP102558,Tableau
JP102558,Azure
JP102558,AWS
JP102558,Spark
JP102558,Machine Learning
JP102558,LLMs
JP102558,Prompt Engineering
JP102558,MLOps
JP102558,A/B Testing
JP102558,ETL
JP125115,SQL
JP125115,Python
JP125115,Excel
JP125115,Power BI
JP125115,Azure
JP125115,AWS
JP125115,Spark
JP125115,ETL
JP105315,Excel
JP105315,AWS
JP105315,Databricks
JP105315,Statistics
JP118087,SQL
JP118087,Excel
JP118087,Azure
JP118087,Spark
JP118087,Machine Learning
JP118087,LLMs
JP104447,SQL
JP104447,Python
JP104447,Databricks
JP104447,Machine Learning
JP104447,GenAI
JP104447,Git
JP137362,SQL
JP137362,Python
JP137362,Excel
JP137362,Power BI
JP137362,AWS
JP137362,Machine Learning
JP137362,LLMs
JP137362,Statistics
JP137362,ETL
JP137362,Git
JP101326,Python
JP101326,Tableau
JP101326,AWS
JP101326,Machine Learning
JP101326,LLMs
JP101326,GenAI
JP101326,MLOps
JP101326,ETL
JP101898,SQL
JP101898,Python
JP101898,Excel
JP101898,Power BI
JP101898,Machine Learning
JP101898,LLMs
JP101898,RAG
JP101898,ETL
JP111137,SQL
JP111137,Excel
JP111137,Azure
JP111137,Snowflake
JP111137,Spark
JP111137,dbt
JP111137,Machine Learning
JP111137,LLMs
JP111137,GenAI
JP130154,SQL
JP130154,Python
JP130154,Power BI
JP130154,Databricks
JP130154,GenAI
JP130154,Git
JP107002,Python
JP107002,Azure
JP107002,Spark
JP105583,SQL
JP105583,Python
JP105583,Excel
JP105583,Spark
JP105583,Machine Learning
JP105583,LLMs
JP105583,GenAI
JP105583,MLOps
JP131291,SQL
JP131291,Power BI
JP131291,AWS
JP131291,ETL
JP137155,SQL
JP137155,Python
JP137155,Tableau
JP137155,AWS
JP137155,Prompt Engineering
JP137155,MLOps
JP137155,A/B Testing
JP106374,SQL
JP106374,Power BI
JP106374,R
JP106374,Azure
JP106374,Prompt Engineering
JP106374,A/B Testing
JP106374,ETL
JP100929,SQL
JP100929,Python
JP100929,Excel
JP100929,Power BI
JP100929,Snowflake
JP100929,Databricks
JP100929,Statistics
JP100929,ETL
JP110498,SQL
JP110498,Python
JP110498,Excel
JP110498,Azure
JP110498,Machine Learning
JP106216,SQL
JP106216,Python
JP106216,Excel
JP106216,Tableau
JP106216,Azure
JP106216,Databricks
JP106216,Machine Learning
JP106216,LLMs
JP106216,RAG
JP106216,MLOps
JP106216,ETL
JP104288,Python
JP104288,Tableau
JP104288,Azure
JP104288,Databricks
JP104288,dbt
JP104288,LLMs
JP114154,SQL
JP114154,Python
JP114154,Power BI
JP114154,Tableau
JP114154,AWS
JP114154,Machine Learning
JP114154,ETL
JP105710,SQL
JP105710,Python
JP105710,Excel
JP105710,Power BI
JP105710,Tableau
JP105710,Snowflake
JP103240,Power BI
JP103240,Azure
JP103240,AWS
JP103240,Databricks
JP103240,ETL
JP103240,Git
JP132738,SQL
JP132738,Python
JP132738,Excel
JP132738,Machine Learning
JP132738,LLMs
JP132738,MLOps
JP132738,A/B Testing
JP117850,SQL
JP117850,Power BI
JP117850,Azure
JP103754,Python
JP103754,Excel
JP103754,Tableau
JP103754,Machine Learning
JP103754,LLMs
JP103754,GenAI
JP103754,RAG
JP103754,MLOps
JP108244,SQL
JP108244,Python
JP108244,Excel
JP108244,Databricks
JP108244,Airflow
JP108244,LLMs
JP130004,SQL
JP130004,Python
JP130004,Power BI
JP130004,Statistics
JP130004,ETL
JP128285,SQL
JP128285,Excel
JP128285,Tableau
JP128285,R
JP128285,AWS
JP117835,SQL
JP117835,Excel
JP117835,AWS
JP117835,Spark
JP117835,Machine Learning
JP102830,SQL
JP102830,Python
JP102830,Excel
JP102830,Power BI
JP102830,Azure
JP102830,Data Modelling
JP102830,Git
JP118257,Python
JP118257,Excel
JP118257,AWS
JP118257,Machine Learning
JP118257,ETL
JP111611,SQL
JP111611,Excel
JP111611,Azure
JP111611,Databricks
JP111611,Statistics
JP138237,SQL
JP138237,Python
JP138237,Excel
JP138237,AWS
JP138237,Spark
JP117230,SQL
JP117230,Python
JP117230,Tableau
JP117230,R
JP117230,Azure
JP114290,Python
JP114290,Excel
JP114290,Machine Learning
JP114290,LLMs
JP114290,GenAI
JP114290,ETL
JP108752,SQL
JP108752,Python
JP108752,Excel
JP108752,Power BI
JP108752,LLMs
JP108752,GenAI
JP108752,RAG
JP108752,MLOps
JP122175,SQL
JP122175,Excel
JP122175,Tableau
JP122175,Machine Learning
JP122175,A/B Testing
JP130874,SQL
JP130874,Python
JP130874,Excel
JP130874,dbt
JP130874,LLMs
JP130874,MLOps
JP103003,Python
JP103003,Power BI
JP103003,LLMs
JP113178,SQL
JP113178,Power BI
JP113178,R
JP113178,Spark
JP113178,Machine Learning
JP113178,LLMs
JP113178,GenAI
JP113178,Prompt Engineering
JP113178,Statistics
JP125948,SQL
JP125948,Python
JP125948,Excel
JP125948,Power BI
JP125948,Tableau
JP125948,Azure
JP102073,SQL
JP102073,Statistics
JP107649,SQL
JP107649,Python
JP107649,Excel
JP107649,Power BI
JP107649,Databricks
JP108997,SQL
JP108997,Power BI
JP108997,AWS
JP108997,LLMs
JP108997,GenAI
JP117300,SQL
JP117300,Power BI
JP117300,Tableau
JP117300,AWS
JP117300,LLMs
JP117300,Statistics
JP112080,SQL
JP112080,Python
JP112080,Excel
JP112080,Power BI
JP112080,Statistics
JP102605,Python
JP102605,Excel
JP102605,Power BI
JP102605,Databricks
JP102605,Spark
JP102605,Machine Learning
JP102605,LLMs
JP102605,GenAI
JP102605,Prompt Engineering
JP102605,MLOps
JP102605,ETL
JP118709,SQL
JP118709,Python
JP118709,R
JP118709,Machine Learning
JP118709,MLOps
JP118709,Git
JP111239,SQL
JP111239,Azure
JP111239,AWS
JP111239,Snowflake
JP111239,Statistics
JP106412,Power BI
JP106412,Azure
JP106412,AWS
JP106412,dbt
JP106412,Airflow
JP106412,Machine Learning
JP106412,ETL
JP108401,SQL
JP108401,Excel
JP108401,Machine Learning
JP109170,SQL
JP109170,Excel
JP109170,Power BI
JP109170,Azure
JP117939,SQL
JP117939,Python
JP117939,Azure
JP117939,AWS
JP117939,Snowflake
JP117939,dbt
JP117939,LLMs
JP117939,MLOps
JP113842,Python
JP113842,Excel
JP113842,Tableau
JP113842,Azure
JP113842,LLMs
JP127843,SQL
JP127843,Python
JP127843,Excel
JP127843,AWS
JP127843,Snowflake
JP127843,Databricks
JP127843,Airflow
JP127843,Machine Learning
JP127843,LLMs
JP127843,GenAI
JP127843,MLOps
JP127843,A/B Testing
JP119216,SQL
JP119216,Excel
JP119216,Power BI
JP119216,Machine Learning
JP105211,SQL
JP105211,Excel
JP105211,Azure
JP105211,Databricks
JP105211,dbt
JP105211,LLMs
JP105211,MLOps
JP104650,SQL
JP104650,Azure
JP104650,Snowflake
JP104650,Spark
JP104650,RAG
JP104650,MLOps
JP104650,Data Modelling
JP138271,SQL
JP138271,Python
JP138271,Power BI
JP138271,Tableau
JP138271,LLMs
JP138271,ETL
JP130974,SQL
JP130974,Excel
JP129593,SQL
JP129593,Python
JP129593,Azure
JP129593,AWS
JP129593,Snowflake
JP129593,Databricks
JP129593,dbt
JP129593,RAG
JP129593,ETL
JP129593,Git
JP130122,SQL
JP130122,LLMs
JP130122,GenAI
JP130122,MLOps
JP130122,Data Modelling
JP130122,Git
JP111665,SQL
JP111665,Python
JP111665,Excel
JP111665,Power BI
JP111665,Tableau
JP111665,R
JP111665,Statistics
JP130853,Power BI
JP130853,AWS
JP130853,Snowflake
JP130853,Machine Learning
JP130853,LLMs
JP130853,RAG
JP130853,MLOps
JP130853,Statistics
JP130853,A/B Testing
